Segment Description,Facebook,Instagram,Linkedin,Snapchat
< $50K,10.429447852760736,24.539877300613497,3.067484662576687,61.963190184049076
$90K-$240k,18.553459119496853,21.69811320754717,4.088050314465408,55.660377358490564
> $240K,18.556701030927837,28.865979381443296,4.639175257731959,47.93814432989691
