Segment Type,Facebook,Instagram,Linkedin,Snapchat
Mobile,12.60934499679966,27.298911883934284,2.240238958822274,57.85150416044378
Web,27.350427350427353,25.64102564102564,6.837606837606838,40.17094017094017
